Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
11,Arizona,26,17,9,0.654,15.02,8.18,11.0,9.0,12.0,4.0,5.0,5.0,1961,1783,68.4,109.2,0.418,0.314,0.548,55.1,60.4,8.5,11.2,0.505,14.7,34.0,0.304,False
12,Arizona State,25,11,14,0.44,7.48,10.24,7.0,10.0,7.0,6.0,2.0,6.0,1858,1927,72.6,101.4,0.333,0.354,0.53,44.6,49.8,9.9,8.8,0.492,13.5,21.1,0.242,False
13,Arkansas,32,25,7,0.781,17.8,7.18,13.0,4.0,16.0,1.0,5.0,4.0,2604,2264,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,True
14,Arkansas State,24,11,13,0.458,-7.97,-5.87,7.0,8.0,9.0,3.0,1.0,9.0,1741,1667,69.3,104.1,0.344,0.289,0.538,52.5,55.9,9.4,7.1,0.502,16.2,31.9,0.248,False
15,Arkansas-Pine Bluff,25,4,21,0.16,-22.67,-7.79,3.0,12.0,2.0,3.0,2.0,17.0,1549,1921,69.5,88.2,0.386,0.295,0.483,46.7,45.8,9.1,9.9,0.432,19.7,26.7,0.279,False
16,Army,22,12,10,0.545,0.06,0.63,7.0,7.0,5.0,5.0,5.0,3.0,1578,1529,70.0,101.9,0.283,0.41,0.541,49.5,53.8,8.9,4.2,0.523,15.9,23.2,0.18,False
17,Auburn,27,13,14,0.481,10.02,9.28,7.0,11.0,8.0,5.0,3.0,8.0,2084,2064,73.4,104.1,0.362,0.461,0.546,52.0,56.3,8.4,14.8,0.512,18.7,34.8,0.256,False
18,Austin Peay,27,14,13,0.519,-6.66,-8.22,10.0,10.0,8.0,5.0,4.0,6.0,2007,1890,69.0,106.7,0.286,0.354,0.546,52.1,48.7,9.7,5.9,0.513,17.8,36.0,0.215,False
19,Ball State,23,10,13,0.435,-1.96,-1.22,8.0,9.0,7.0,4.0,3.0,8.0,1719,1736,72.0,102.7,0.287,0.412,0.547,49.4,51.9,7.5,6.2,0.513,17.3,27.8,0.215,False
20,Baylor,30,28,2,0.933,24.83,7.4,13.0,1.0,11.0,0.0,7.0,1.0,2487,1964,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,True
21,Bellarmine,22,14,8,0.636,-1.76,-5.56,10.0,3.0,6.0,4.0,7.0,2.0,1634,1456,65.8,112.9,0.285,0.315,0.594,50.8,55.6,11.1,8.3,0.567,15.1,26.8,0.216,False
22,Belmont,30,26,4,0.867,3.46,-8.71,18.0,2.0,11.0,1.0,10.0,2.0,2439,2074,71.9,112.6,0.282,0.43,0.588,50.4,61.2,10.7,7.5,0.563,14.8,26.1,0.208,False
23,Binghamton,18,4,14,0.222,-12.24,-5.35,4.0,10.0,1.0,9.0,3.0,5.0,1178,1302,66.2,96.9,0.232,0.454,0.511,50.2,46.3,7.4,8.3,0.489,17.8,29.1,0.156,False
24,Boise State,28,19,9,0.679,9.75,1.71,14.0,6.0,11.0,1.0,6.0,6.0,2122,1868,70.2,107.4,0.346,0.389,0.558,52.1,50.9,9.3,7.7,0.522,14.7,26.8,0.255,False
25,Boston College,20,4,16,0.2,0.82,8.97,2.0,11.0,3.0,5.0,0.0,7.0,1427,1590,71.8,98.7,0.297,0.461,0.528,47.2,46.0,10.0,10.0,0.498,16.8,25.0,0.208,False
26,Boston University,18,7,11,0.389,-3.71,0.84,6.0,10.0,2.0,6.0,5.0,5.0,1249,1331,67.9,102.2,0.286,0.38,0.531,51.2,42.1,7.9,8.2,0.496,16.1,28.8,0.214,False
27,Bowling Green,26,14,12,0.538,-0.17,-2.37,10.0,8.0,4.0,7.0,10.0,3.0,2015,1939,71.9,106.8,0.278,0.385,0.514,49.4,45.3,9.8,5.9,0.48,11.5,30.5,0.204,False
28,Bradley,28,12,16,0.429,0.32,1.17,6.0,12.0,8.0,6.0,2.0,9.0,1948,1864,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11.3,0.509,16.0,29.3,0.174,False
29,Brigham Young,27,20,7,0.741,15.19,7.23,10.0,3.0,11.0,2.0,7.0,2.0,2109,1853,70.2,109.8,0.275,0.394,0.58,54.7,56.2,6.5,7.2,0.556,16.4,28.6,0.2,True
30,Bryant,22,15,7,0.682,-1.37,-7.27,10.0,4.0,10.0,1.0,5.0,5.0,1843,1664,77.2,108.5,0.344,0.398,0.577,50.8,52.7,8.9,8.6,0.541,17.3,28.2,0.262,False
31,Bucknell,12,5,7,0.417,-7.78,-5.36,4.0,6.0,2.0,3.0,3.0,4.0,899,928,73.1,102.5,0.363,0.391,0.561,47.6,46.3,8.0,8.1,0.52,16.0,19.8,0.277,False
32,Buffalo,25,16,9,0.64,6.5,-1.58,12.0,5.0,8.0,3.0,5.0,3.0,2034,1823,74.2,108.6,0.293,0.312,0.537,55.1,51.8,10.6,9.6,0.514,15.5,37.2,0.197,False
33,Butler,25,10,15,0.4,4.76,9.92,8.0,12.0,8.0,4.0,1.0,9.0,1588,1717,65.1,96.2,0.294,0.398,0.5,48.8,53.8,8.4,6.0,0.475,15.3,26.0,0.19,False
34,Cal Poly,24,4,20,0.167,-13.69,-1.56,1.0,15.0,3.0,8.0,0.0,11.0,1475,1700,68.5,89.3,0.295,0.373,0.492,46.4,57.4,9.0,9.3,0.454,18.2,22.1,0.213,False
35,Cal State Bakersfield,26,15,11,0.577,-0.13,-2.38,11.0,7.0,9.0,2.0,6.0,8.0,1811,1665,65.7,105.6,0.272,0.27,0.524,56.2,53.4,9.7,10.1,0.494,16.4,39.3,0.194,False
36,Cal State Fullerton,16,6,10,0.375,-6.32,-3.05,5.0,9.0,5.0,4.0,1.0,5.0,1232,1257,72.7,105.1,0.343,0.359,0.557,47.6,50.7,9.1,5.0,0.521,15.6,25.0,0.253,False
37,Cal State Northridge,22,9,13,0.409,-8.69,-1.97,5.0,9.0,4.0,7.0,4.0,4.0,1586,1709,70.9,101.2,0.308,0.38,0.523,47.0,52.3,8.9,6.1,0.488,14.7,25.3,0.224,False
38,California,29,9,20,0.31,4.89,9.75,3.0,17.0,6.0,8.0,1.0,11.0,1897,2008,66.3,98.7,0.346,0.405,0.53,49.4,52.3,6.6,6.2,0.497,17.1,24.6,0.242,False
39,California Baptist,23,13,10,0.565,-5.25,-5.04,6.0,6.0,11.0,4.0,2.0,5.0,1820,1674,71.1,110.6,0.343,0.41,0.587,53.1,63.6,7.1,6.3,0.556,16.7,29.0,0.253,False
40,Campbell,27,17,10,0.63,-6.82,-7.34,11.0,6.0,9.0,3.0,6.0,7.0,1917,1840,65.8,106.4,0.339,0.369,0.586,46.2,55.4,9.2,6.7,0.565,16.7,20.7,0.23,False
41,Canisius,13,7,6,0.538,-8.61,-7.84,7.0,5.0,3.0,1.0,4.0,4.0,915,925,71.5,98.4,0.316,0.416,0.506,48.6,51.4,7.8,8.7,0.47,14.7,26.6,0.224,False
42,Central Arkansas,24,5,19,0.208,-14.86,-1.99,4.0,12.0,4.0,5.0,1.0,14.0,1701,1933,74.0,95.8,0.321,0.337,0.532,51.1,53.1,6.8,6.8,0.498,20.8,28.9,0.23,False
43,Central Connecticut State,21,5,16,0.238,-15.12,-6.27,5.0,13.0,3.0,6.0,2.0,9.0,1439,1625,72.0,95.2,0.283,0.376,0.516,44.7,51.7,9.6,7.1,0.485,17.6,23.4,0.199,False
44,Central Michigan,23,7,16,0.304,-12.34,-4.19,3.0,13.0,5.0,7.0,2.0,9.0,1766,1835,74.9,102.5,0.369,0.326,0.53,48.3,39.0,10.9,7.6,0.499,15.6,27.7,0.248,False
45,Charleston Southern,21,3,18,0.143,-16.72,-6.22,2.0,15.0,1.0,9.0,2.0,8.0,1375,1550,70.2,92.7,0.302,0.428,0.509,49.5,45.4,8.7,10.3,0.474,20.4,28.2,0.216,False
46,Charlotte,25,9,16,0.36,-5.68,-2.43,5.0,11.0,6.0,7.0,3.0,8.0,1587,1668,64.6,95.9,0.384,0.35,0.532,49.4,51.7,8.2,8.6,0.489,18.3,22.2,0.281,False
47,Chattanooga,26,18,8,0.692,-1.54,-2.92,9.0,7.0,9.0,3.0,9.0,4.0,1888,1801,68.6,104.8,0.282,0.399,0.547,49.3,47.8,9.9,4.9,0.51,14.3,23.9,0.221,False
48,Chicago State,9,0,9,0.0,-31.82,1.41,,,,,0.0,7.0,499,798,71.2,77.9,0.254,0.408,0.448,38.0,49.4,7.6,3.7,0.413,20.1,16.6,0.177,False
49,Cincinnati,23,12,11,0.522,3.99,7.21,8.0,6.0,5.0,5.0,5.0,5.0,1585,1659,71.3,96.7,0.33,0.391,0.512,51.1,60.8,9.5,10.3,0.484,17.8,29.1,0.217,False
50,Clemson,24,16,8,0.667,12.49,9.49,10.0,6.0,11.0,1.0,2.0,5.0,1558,1486,64.9,99.5,0.232,0.434,0.53,49.9,56.8,9.3,9.2,0.5,17.1,26.4,0.178,True
51,Cleveland State,27,19,8,0.704,-5.12,-4.82,16.0,4.0,9.0,2.0,8.0,5.0,1914,1922,67.6,102.6,0.325,0.343,0.532,49.4,52.9,10.1,7.8,0.505,16.2,30.5,0.218,True
52,Coastal Carolina,26,18,8,0.692,-2.74,-7.6,9.0,5.0,12.0,1.0,3.0,5.0,2067,1773,72.3,108.9,0.332,0.385,0.556,56.4,55.2,11.2,11.9,0.525,17.5,36.9,0.238,False
53,Colgate,16,14,2,0.875,13.66,-1.9,11.0,1.0,8.0,1.0,6.0,0.0,1363,1114,72.7,116.3,0.309,0.365,0.591,53.2,57.0,9.6,8.5,0.566,13.0,27.6,0.224,True
54,College of Charleston,19,9,10,0.474,-4.96,-3.13,6.0,4.0,8.0,6.0,1.0,3.0,1341,1329,64.7,106.3,0.292,0.396,0.552,49.4,41.8,7.9,8.4,0.525,14.0,24.7,0.207,False
55,Colorado,32,23,9,0.719,18.88,9.57,14.0,6.0,11.0,1.0,6.0,6.0,2340,2042,66.5,109.9,0.295,0.364,0.565,53.2,52.7,7.8,7.8,0.524,15.0,30.6,0.241,True
56,Colorado State,28,20,8,0.714,8.06,1.06,14.0,4.0,10.0,1.0,6.0,4.0,2072,1871,69.5,106.4,0.335,0.434,0.582,50.6,57.1,8.4,8.1,0.542,17.5,24.1,0.265,False
57,Connecticut,23,15,8,0.652,15.77,8.59,11.0,6.0,7.0,3.0,6.0,3.0,1650,1485,66.2,107.8,0.29,0.334,0.522,53.6,49.3,9.3,14.6,0.49,14.5,37.0,0.21,True
58,Coppin State,22,9,13,0.409,-12.37,-6.06,8.0,4.0,5.0,3.0,4.0,9.0,1602,1741,79.3,91.8,0.438,0.494,0.515,43.7,54.1,10.8,8.0,0.486,18.3,18.5,0.273,False
59,Creighton,31,22,9,0.71,16.28,8.54,14.0,6.0,11.0,3.0,7.0,4.0,2355,2115,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164,True
60,Davidson,22,13,9,0.591,9.02,3.4,7.0,4.0,7.0,4.0,4.0,2.0,1579,1411,63.6,112.3,0.26,0.489,0.579,53.5,57.9,8.0,8.2,0.561,14.7,28.2,0.179,False
61,Dayton,24,14,10,0.583,6.31,4.35,9.0,7.0,8.0,3.0,4.0,6.0,1674,1627,66.2,102.7,0.337,0.416,0.582,49.9,54.9,6.6,5.3,0.555,19.4,23.0,0.241,False
62,Delaware,15,7,8,0.467,-5.19,-5.04,5.0,4.0,6.0,3.0,1.0,4.0,1013,1012,67.8,99.7,0.375,0.405,0.542,51.6,54.2,6.8,9.6,0.505,18.7,26.9,0.267,False
63,Delaware State,19,3,16,0.158,-24.09,-6.33,1.0,11.0,3.0,6.0,0.0,10.0,1345,1629,77.1,91.2,0.302,0.416,0.497,46.5,46.2,8.3,9.4,0.46,19.2,26.9,0.217,False
64,Denver,21,2,19,0.095,-16.4,-5.8,1.0,13.0,2.0,10.0,0.0,9.0,1466,1662,71.3,96.7,0.34,0.343,0.539,46.8,48.2,7.9,7.5,0.503,18.6,22.1,0.245,False
65,DePaul,19,5,14,0.263,2.67,8.83,2.0,13.0,2.0,8.0,2.0,5.0,1250,1367,70.6,91.9,0.237,0.283,0.487,50.1,45.1,9.6,11.0,0.461,18.9,31.8,0.16,False
66,Detroit Mercy,22,12,10,0.545,-3.66,-6.21,10.0,6.0,7.0,5.0,5.0,5.0,1683,1627,68.2,111.5,0.253,0.446,0.582,49.1,52.7,9.9,7.2,0.551,14.9,26.9,0.203,False
67,Drake,31,26,5,0.839,9.42,-0.48,15.0,3.0,14.0,1.0,9.0,2.0,2354,1999,66.8,112.8,0.239,0.316,0.563,53.7,46.6,10.4,8.4,0.542,13.3,31.1,0.17,True
68,Drexel,20,12,8,0.6,-0.97,-3.92,4.0,5.0,3.0,2.0,4.0,5.0,1407,1348,66.0,106.5,0.273,0.355,0.566,53.2,58.0,6.9,6.4,0.533,17.1,28.4,0.213,True
69,Duke,24,13,11,0.542,13.04,8.33,9.0,9.0,8.0,5.0,3.0,6.0,1824,1711,69.1,108.8,0.234,0.386,0.555,51.3,56.4,11.8,11.8,0.536,15.7,32.0,0.162,False
70,Duquesne,18,9,9,0.5,2.32,2.49,7.0,7.0,5.0,2.0,2.0,5.0,1205,1208,68.4,97.9,0.316,0.37,0.504,50.2,55.0,9.8,13.0,0.476,16.7,31.0,0.206,False
71,East Carolina,19,8,11,0.421,1.0,3.83,2.0,10.0,7.0,6.0,1.0,4.0,1269,1291,68.9,96.3,0.331,0.328,0.501,49.0,67.5,8.9,9.9,0.46,15.9,27.2,0.239,False
72,East Tennessee State,25,13,12,0.52,1.65,0.3,8.0,7.0,8.0,4.0,3.0,5.0,1736,1654,67.6,102.2,0.299,0.406,0.537,52.2,47.6,10.8,8.4,0.509,17.3,29.7,0.208,False
73,Eastern Illinois,27,9,18,0.333,-12.71,-7.19,6.0,14.0,5.0,7.0,4.0,11.0,1874,2023,70.2,97.6,0.257,0.354,0.515,48.9,50.9,10.0,8.8,0.493,17.4,28.7,0.169,False
74,Eastern Kentucky,29,22,7,0.759,-2.68,-8.24,15.0,5.0,10.0,2.0,9.0,4.0,2372,2137,76.2,105.6,0.255,0.4,0.544,47.5,52.9,13.3,9.2,0.519,14.6,26.7,0.18,False
75,Eastern Michigan,18,6,12,0.333,-14.23,-1.23,3.0,11.0,5.0,4.0,1.0,8.0,1267,1362,71.4,98.6,0.303,0.382,0.514,46.7,44.2,12.4,7.1,0.475,15.2,25.1,0.226,False
76,Eastern Washington,24,16,8,0.667,4.03,-3.15,12.0,3.0,7.0,2.0,6.0,5.0,1879,1690,71.8,109.0,0.302,0.403,0.576,50.7,54.7,6.7,7.4,0.54,14.5,23.0,0.239,True
77,Elon,19,10,9,0.526,-5.32,-4.43,4.0,7.0,4.0,2.0,3.0,6.0,1249,1235,66.8,98.5,0.246,0.438,0.516,50.7,45.9,8.5,6.7,0.486,15.3,25.0,0.182,False
78,Evansville,25,9,16,0.36,-4.85,-0.01,7.0,11.0,8.0,4.0,1.0,10.0,1619,1740,62.4,102.3,0.254,0.49,0.556,45.6,51.0,7.7,6.3,0.532,15.8,19.0,0.182,False
79,Fairfield,27,10,17,0.37,-11.46,-6.57,7.0,11.0,4.0,8.0,3.0,8.0,1668,1800,65.2,93.8,0.341,0.355,0.493,50.6,46.7,7.0,6.1,0.454,17.1,28.1,0.237,False
80,FDU,24,9,15,0.375,-10.17,-6.46,8.0,10.0,4.0,6.0,5.0,9.0,1801,1890,71.9,103.2,0.311,0.361,0.548,47.8,44.5,10.4,10.4,0.518,17.1,28.7,0.221,False
81,Florida,25,15,10,0.6,13.7,9.82,9.0,7.0,6.0,3.0,5.0,5.0,1854,1757,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255,True
82,Florida A&M,20,8,12,0.4,-12.35,-9.55,7.0,5.0,4.0,1.0,4.0,10.0,1314,1370,70.9,92.7,0.298,0.269,0.511,49.9,53.0,9.2,6.8,0.486,20.8,30.2,0.194,False
83,Florida Atlantic,23,13,10,0.565,-2.05,-4.94,7.0,5.0,7.0,1.0,4.0,7.0,1796,1537,70.7,109.9,0.289,0.417,0.56,55.4,51.4,10.7,7.7,0.542,16.6,34.0,0.191,False
84,Florida Gulf Coast,18,10,8,0.556,-9.63,-7.13,4.0,5.0,7.0,4.0,2.0,2.0,1292,1242,72.5,99.0,0.241,0.443,0.515,50.9,50.9,10.3,11.2,0.494,17.4,29.9,0.16,False
85,Florida International,26,9,17,0.346,-11.2,-3.24,2.0,15.0,7.0,8.0,2.0,9.0,1914,1985,72.8,99.7,0.244,0.509,0.535,46.0,56.5,11.4,10.0,0.515,17.5,26.2,0.163,False
86,Florida State,25,18,7,0.72,17.12,9.16,11.0,4.0,12.0,1.0,3.0,4.0,1929,1730,70.0,109.1,0.324,0.349,0.572,52.6,52.4,10.3,14.3,0.54,17.6,33.7,0.24,True
87,Fordham,14,2,12,0.143,-11.69,3.09,2.0,11.0,2.0,5.0,0.0,6.0,725,932,64.2,80.6,0.275,0.411,0.448,43.5,59.5,9.7,7.0,0.414,18.8,19.2,0.184,False
88,Fresno State,24,12,12,0.5,-3.57,0.07,9.0,11.0,7.0,5.0,4.0,6.0,1591,1618,66.9,98.6,0.376,0.387,0.524,52.4,45.1,9.8,8.7,0.492,18.5,31.0,0.251,False
89,Furman,25,16,9,0.64,5.99,-1.69,10.0,5.0,11.0,1.0,5.0,7.0,1990,1723,70.9,111.8,0.266,0.472,0.589,51.6,57.0,11.5,9.5,0.568,15.6,27.2,0.192,False
90,Gardner-Webb,26,11,15,0.423,-3.87,-6.14,10.0,10.0,7.0,4.0,4.0,11.0,1837,1778,67.0,105.5,0.3,0.439,0.549,49.5,52.1,8.8,14.7,0.524,15.4,26.7,0.207,False
91,George Mason,22,13,9,0.591,1.91,0.48,8.0,6.0,7.0,3.0,3.0,4.0,1569,1538,69.2,100.2,0.293,0.362,0.511,51.9,49.7,10.2,11.6,0.488,15.5,30.2,0.188,False
92,George Washington,17,5,12,0.294,-5.75,-1.57,3.0,5.0,3.0,6.0,1.0,5.0,1158,1229,68.9,98.1,0.361,0.339,0.533,49.3,47.2,9.1,7.0,0.498,17.6,24.5,0.252,False
93,Georgetown,26,13,13,0.5,10.13,10.36,7.0,9.0,7.0,6.0,2.0,6.0,1857,1863,70.4,101.0,0.308,0.389,0.532,53.3,51.7,8.3,10.4,0.494,18.5,31.9,0.232,True
94,Georgia,26,14,12,0.538,6.62,8.02,7.0,11.0,12.0,5.0,2.0,6.0,2014,2027,75.7,101.8,0.345,0.318,0.54,50.8,53.0,11.1,6.3,0.509,18.8,33.1,0.238,False
95,Georgia Southern,26,13,13,0.5,-10.22,-6.26,7.0,9.0,9.0,4.0,4.0,8.0,1860,1762,68.4,101.7,0.301,0.396,0.53,51.9,47.2,11.5,11.3,0.51,17.6,32.5,0.191,False
96,Georgia State,22,16,6,0.727,-1.7,-4.6,8.0,4.0,9.0,1.0,5.0,4.0,1767,1599,71.2,110.4,0.307,0.359,0.556,50.4,56.9,9.8,12.2,0.532,13.8,31.3,0.21,False
97,Georgia Tech,26,17,9,0.654,12.79,7.91,11.0,6.0,11.0,3.0,4.0,5.0,1948,1821,67.9,107.8,0.284,0.364,0.567,46.9,57.1,13.1,9.6,0.54,14.4,24.3,0.206,True
98,Gonzaga,32,31,1,0.969,27.2,5.92,15.0,0.0,12.0,0.0,7.0,0.0,2911,2230,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,True
99,Grambling,24,12,12,0.5,-14.27,-12.49,9.0,6.0,6.0,4.0,5.0,7.0,1617,1649,72.1,93.0,0.421,0.287,0.513,48.5,60.0,11.2,8.4,0.476,19.1,25.4,0.28,False
100,Grand Canyon,24,17,7,0.708,5.11,-3.46,9.0,3.0,10.0,3.0,5.0,1.0,1812,1491,68.2,110.7,0.314,0.358,0.57,56.8,57.7,7.1,9.1,0.547,16.2,32.4,0.215,True
101,Green Bay,25,8,17,0.32,-10.15,-5.23,8.0,12.0,6.0,6.0,2.0,11.0,1790,1913,67.7,102.7,0.273,0.339,0.526,47.6,53.7,7.9,9.3,0.492,13.6,25.7,0.204,False
102,Hampton,25,11,14,0.44,-13.67,-9.27,9.0,9.0,5.0,7.0,6.0,7.0,1721,1831,70.1,98.2,0.286,0.388,0.527,45.9,47.2,8.7,16.1,0.495,16.3,22.1,0.207,False
103,Hartford,24,15,9,0.625,-3.45,-4.95,8.0,6.0,10.0,1.0,5.0,6.0,1570,1534,67.0,97.6,0.286,0.425,0.53,48.7,47.0,10.3,6.6,0.499,17.5,24.3,0.205,True
104,Hawaii,21,11,10,0.524,-2.98,-2.72,9.0,9.0,7.0,5.0,4.0,4.0,1503,1452,68.4,102.8,0.311,0.377,0.542,52.7,46.1,8.1,3.8,0.51,17.3,30.3,0.224,False
105,High Point,24,9,15,0.375,-10.78,-7.58,6.0,11.0,5.0,5.0,4.0,10.0,1600,1677,67.4,98.4,0.383,0.292,0.499,51.0,51.8,9.7,12.6,0.458,15.9,32.0,0.263,False
106,Hofstra,23,13,10,0.565,-2.77,-2.94,8.0,6.0,7.0,3.0,5.0,6.0,1683,1679,68.9,105.6,0.33,0.393,0.542,50.0,49.2,9.5,7.9,0.508,15.2,29.3,0.236,False
107,Holy Cross,16,5,11,0.313,-4.99,0.45,5.0,11.0,2.0,7.0,3.0,4.0,1130,1217,69.9,100.2,0.261,0.33,0.528,47.1,45.6,9.8,10.1,0.503,16.1,26.5,0.182,False
108,Houston,32,28,4,0.875,21.66,5.37,14.0,3.0,15.0,0.0,5.0,3.0,2434,1863,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,True
109,Houston Christian,25,6,19,0.24,-16.72,-5.72,4.0,11.0,4.0,6.0,1.0,12.0,1776,2007,74.2,95.2,0.279,0.396,0.528,47.1,55.7,9.4,9.5,0.496,19.9,25.4,0.205,False
110,Howard,5,1,4,0.2,-14.26,-2.51,,,1.0,1.0,,,363,424,73.1,99.3,0.389,0.435,0.541,47.2,60.2,7.1,12.8,0.502,17.7,22.9,0.279,False
111,Idaho,22,1,21,0.045,-18.32,-2.91,1.0,17.0,1.0,9.0,0.0,11.0,1343,1682,67.4,89.5,0.296,0.316,0.52,46.6,54.4,7.3,5.5,0.485,21.8,22.0,0.214,False
112,Idaho State,24,13,11,0.542,-8.39,-5.71,8.0,6.0,8.0,3.0,5.0,5.0,1637,1481,66.2,101.9,0.393,0.396,0.547,54.7,48.8,6.7,9.3,0.509,19.3,32.3,0.28,False
113,Illinois,31,24,7,0.774,23.25,11.34,16.0,4.0,11.0,2.0,9.0,3.0,2497,2128,71.2,111.7,0.379,0.299,0.582,56.8,55.7,7.9,6.9,0.556,15.8,32.0,0.262,True
114,Illinois State,25,7,18,0.28,-5.45,0.38,4.0,14.0,3.0,8.0,3.0,9.0,1799,1870,70.7,100.3,0.252,0.383,0.544,49.5,50.8,8.4,9.3,0.526,17.3,23.8,0.167,False
115,Illinois-Chicago,22,9,13,0.409,-12.06,-7.42,6.0,10.0,7.0,4.0,2.0,9.0,1489,1591,69.6,96.1,0.228,0.418,0.516,48.4,53.2,5.2,7.0,0.497,16.8,23.4,0.15,False
116,Incarnate Word,22,8,14,0.364,-15.91,-8.33,5.0,9.0,5.0,7.0,3.0,6.0,1495,1578,68.2,99.1,0.337,0.381,0.547,47.1,51.3,7.8,4.8,0.516,18.4,24.0,0.237,False
117,Indiana,27,12,15,0.444,12.79,12.45,7.0,12.0,6.0,6.0,3.0,7.0,1882,1873,67.1,100.6,0.415,0.323,0.521,49.0,57.5,8.3,10.5,0.485,15.1,25.3,0.275,False
118,Indiana State,25,15,10,0.6,2.04,1.91,11.0,7.0,9.0,3.0,5.0,6.0,1662,1645,66.8,99.6,0.359,0.333,0.53,48.9,46.0,9.8,8.7,0.489,16.2,25.0,0.264,False
119,Iona,18,12,6,0.667,-1.2,-6.42,6.0,3.0,4.0,2.0,4.0,3.0,1283,1189,69.9,102.0,0.345,0.377,0.546,53.5,54.9,9.8,12.5,0.507,19.3,32.2,0.256,True
120,Iowa,31,22,9,0.71,21.4,10.43,14.0,6.0,14.0,2.0,6.0,4.0,2595,2255,71.0,117.5,0.32,0.398,0.574,51.8,64.4,7.8,11.6,0.547,11.5,30.5,0.228,True
121,Iowa State,24,2,22,0.083,-0.72,10.4,0.0,18.0,2.0,10.0,0.0,11.0,1574,1841,70.5,93.0,0.196,0.386,0.51,45.4,47.0,9.2,8.1,0.48,18.8,24.3,0.154,False
122,IU Indy,18,8,10,0.444,-11.65,-7.03,7.0,9.0,4.0,5.0,4.0,5.0,1281,1364,72.7,97.9,0.305,0.389,0.523,48.6,52.9,9.5,5.9,0.49,17.0,25.4,0.219,False
123,Jackson State,18,12,6,0.667,-11.27,-14.05,11.0,0.0,6.0,0.0,5.0,5.0,1181,1131,70.5,91.8,0.421,0.293,0.491,51.2,47.9,11.4,8.4,0.446,18.7,28.9,0.286,False
